league_code,date,time,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_odds,draw_odds,away_odds,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts
P1,2023-04-29,18:00,Vizela,Pacos Ferreira,1,2,A,0,2,A,14,7,3,2,7,8,12,16,2,3,0,0,1.8,3.4,4.5,18,5,A,0,3,-1,3,A,-2,2,20,30
P1,2023-04-29,20:30,Gil Vicente,Benfica,0,2,A,0,0,D,13,17,5,7,7,11,17,8,3,2,0,0,8.0,5.5,1.33,20,5,A,0,3,-2,2,D,0,0,30,20
P1,2023-04-30,15:30,Estoril,Santa Clara,3,0,H,2,0,H,7,10,3,3,3,4,16,14,4,3,0,0,2.15,3.2,3.4,15,6,H,3,0,3,3,H,2,2,40,30
P1,2023-04-30,18:00,Porto,Boavista,1,0,H,0,0,D,10,7,1,2,6,4,13,25,2,5,1,0,1.18,6.5,15.0,18,6,H,3,0,1,1,D,0,0,45,50
P1,2023-04-30,20:30,Sp Lisbon,Famalicao,2,1,H,1,0,H,11,10,5,2,8,4,13,15,2,3,0,0,1.3,5.5,10.0,20,6,H,3,0,1,3,H,1,1,20,30
P1,2023-05-05,20:15,Casa Pia,Portimonense,1,1,D,0,0,D,17,10,3,2,4,4,18,11,2,0,0,0,2.05,3.2,3.5,20,4,D,1,1,0,2,D,0,0,20,0
P1,2023-05-06,15:30,Santa Clara,Gil Vicente,3,2,H,2,0,H,14,15,8,3,4,5,12,9,0,3,0,0,2.8,3.1,2.5,15,5,H,3,0,1,5,H,2,2,0,30
P1,2023-05-06,18:00,Boavista,Estoril,1,0,H,0,0,D,13,6,3,2,6,3,13,12,2,4,1,0,2.0,3.3,3.6,18,5,H,3,0,1,1,D,0,0,45,40
P1,2023-05-06,20:30,Benfica,Sp Braga,1,0,H,0,0,D,20,5,4,0,7,1,8,10,3,4,0,0,1.55,4.2,5.5,20,5,H,3,0,1,1,D,0,0,30,40
P1,2023-05-07,15:30,Maritimo,Rio Ave,2,2,D,1,2,A,28,7,6,3,13,1,21,10,3,0,0,0,2.3,3.1,3.1,15,6,D,1,1,0,4,A,-1,3,30,0
P1,2023-05-07,18:00,Guimaraes,Vizela,3,0,H,2,0,H,13,6,5,0,6,4,24,16,1,2,0,0,2.2,3.2,3.2,18,6,H,3,0,3,3,H,2,2,10,20
P1,2023-05-07,20:30,Pacos Ferreira,Sp Lisbon,0,4,A,0,2,A,7,16,0,8,0,6,12,11,1,1,0,0,7.0,5.0,1.36,20,6,A,0,3,-4,4,A,-2,2,10,10
P1,2023-05-08,19:00,Famalicao,Chaves,1,2,A,0,0,D,19,12,6,3,11,6,15,15,2,3,0,0,1.95,3.3,3.75,19,0,A,0,3,-1,3,D,0,0,20,30
P1,2023-05-08,21:15,Arouca,Porto,0,1,A,0,1,A,8,12,2,4,1,8,17,12,1,2,0,0,7.5,4.75,1.36,21,0,A,0,3,-1,1,A,-1,1,10,20
P1,2023-05-12,20:15,Gil Vicente,Boavista,3,1,H,1,0,H,15,16,3,5,7,6,18,13,3,6,0,0,2.3,3.3,2.8,20,4,H,3,0,2,4,H,1,1,30,60
P1,2023-05-13,15:30,Chaves,Pacos Ferreira,2,0,H,0,0,D,16,16,0,3,5,8,12,14,0,4,0,1,2.05,3.4,3.3,15,5,H,3,0,2,2,D,0,0,0,65
P1,2023-05-13,15:30,Vizela,Famalicao,0,0,D,0,0,D,10,15,4,3,2,7,18,17,3,5,0,1,2.3,3.3,2.75,15,5,D,1,1,0,0,D,0,0,30,75
P1,2023-05-13,18:00,Portimonense,Benfica,1,5,A,1,3,A,5,24,1,10,3,5,12,12,2,1,0,0,10.0,5.75,1.22,18,5,A,0,3,-4,6,A,-2,4,20,10
P1,2023-05-13,20:30,Sp Lisbon,Maritimo,2,1,H,0,1,A,15,2,3,1,9,1,11,10,6,7,1,0,1.2,6.5,9.5,20,5,H,3,0,1,3,A,-1,1,85,70
P1,2023-05-14,15:30,Rio Ave,Guimaraes,0,1,A,0,0,D,12,9,3,3,9,8,15,14,0,0,0,0,2.45,3.1,2.7,15,6,A,0,3,-1,1,D,0,0,0,0
P1,2023-05-14,18:00,Sp Braga,Santa Clara,5,3,H,3,1,H,17,12,9,8,11,6,15,16,3,4,0,0,1.2,5.75,12.0,18,6,H,3,0,2,8,H,2,4,30,40
P1,2023-05-14,20:30,Porto,Casa Pia,2,1,H,0,1,A,19,8,8,2,13,3,8,11,1,3,0,0,1.17,6.0,13.0,20,6,H,3,0,1,3,A,-1,1,10,30
P1,2023-05-15,20:15,Estoril,Arouca,2,0,H,0,0,D,10,16,4,4,4,2,16,23,1,2,0,0,2.45,3.1,2.8,20,0,H,3,0,2,2,D,0,0,10,20
P1,2023-05-19,20:15,Maritimo,Vizela,1,0,H,0,0,D,18,9,5,3,5,6,19,9,2,4,0,0,1.73,3.75,4.5,20,4,H,3,0,1,1,D,0,0,20,40
P1,2023-05-20,15:30,Arouca,Chaves,1,0,H,0,0,D,11,9,6,3,4,6,16,11,2,3,0,0,2.15,3.25,3.2,15,5,H,3,0,1,1,D,0,0,20,30
P1,2023-05-20,15:30,Santa Clara,Portimonense,1,0,H,1,0,H,21,2,3,0,9,6,15,17,2,4,0,0,2.2,3.2,3.0,15,5,H,3,0,1,1,H,1,1,20,40
P1,2023-05-20,18:00,Boavista,Sp Braga,1,1,D,0,0,D,6,10,1,1,2,3,11,13,1,5,0,0,5.5,4.0,1.53,18,5,D,1,1,0,2,D,0,0,10,50
P1,2023-05-20,20:30,Famalicao,Porto,2,4,A,2,2,D,7,11,5,7,1,1,14,22,5,3,0,0,6.0,4.33,1.4,20,5,A,0,3,-2,6,D,0,4,50,30
P1,2023-05-21,15:30,Guimaraes,Gil Vicente,1,0,H,0,0,D,15,11,5,2,3,6,10,15,3,2,0,0,1.7,3.6,4.33,15,6,H,3,0,1,1,D,0,0,30,20
P1,2023-05-21,18:00,Casa Pia,Estoril,2,2,D,0,0,D,25,12,10,3,3,3,11,18,5,6,0,0,2.05,3.25,3.4,18,6,D,1,1,0,4,D,0,0,50,60
P1,2023-05-21,18:00,Pacos Ferreira,Rio Ave,3,1,H,1,1,D,9,14,5,7,5,6,16,13,3,3,0,0,2.45,3.2,2.63,18,6,H,3,0,2,4,D,0,2,30,30
P1,2023-05-21,20:30,Sp Lisbon,Benfica,2,2,D,2,0,H,13,19,7,4,7,7,13,15,2,2,0,0,2.55,3.3,2.5,20,6,D,1,1,0,4,H,2,2,20,20
P1,2023-05-26,19:00,Rio Ave,Famalicao,2,2,D,0,2,A,22,11,5,2,8,4,22,10,4,4,0,1,2.9,3.25,2.4,19,4,D,1,1,0,4,A,-2,2,40,65
P1,2023-05-26,21:15,Vizela,Sp Lisbon,1,2,A,1,1,D,6,13,3,2,2,8,8,9,2,4,0,0,6.5,4.75,1.45,21,4,A,0,3,-1,3,D,0,2,20,40
P1,2023-05-27,12:45,Gil Vicente,Casa Pia,1,0,H,0,0,D,11,13,5,6,4,1,11,12,1,1,0,1,2.2,3.4,3.2,12,5,H,3,0,1,1,D,0,0,10,35
P1,2023-05-27,15:30,Chaves,Boavista,1,4,A,0,2,A,10,20,5,3,1,4,11,10,5,1,3,0,2.1,3.5,3.4,15,5,A,0,3,-3,5,A,-2,2,125,10
P1,2023-05-27,15:30,Estoril,Maritimo,3,1,H,1,0,H,12,18,3,6,4,5,19,18,2,5,0,2,2.25,3.3,3.2,15,5,H,3,0,2,4,H,1,1,20,100
P1,2023-05-27,18:00,Benfica,Santa Clara,3,0,H,2,0,H,9,9,4,6,4,4,14,14,1,1,0,0,1.06,10.0,29.0,18,5,H,3,0,3,3,H,2,2,10,10
P1,2023-05-27,18:00,Portimonense,Arouca,0,2,A,0,0,D,10,16,3,6,3,7,13,9,1,0,0,0,2.88,3.5,2.3,18,5,A,0,3,-2,2,D,0,0,10,0
P1,2023-05-27,18:00,Porto,Guimaraes,3,0,H,3,0,H,20,4,6,0,8,2,14,14,2,6,0,1,1.22,6.5,11.0,18,5,H,3,0,3,3,H,3,3,20,85
P1,2023-05-27,20:30,Sp Braga,Pacos Ferreira,3,0,H,2,0,H,20,12,4,1,6,9,9,10,0,1,0,0,1.22,6.5,11.0,20,5,H,3,0,3,3,H,2,2,0,10
