,league_code,date,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_odds,draw_odds,away_odds,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,season_file,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_bookings_pts,away_bookings_pts,time
1697,P1,2016-12-19,Maritimo,Feirense,2.0,0.0,H,2.0,0.0,H,1.67,3.75,5.0,,0.0,H,3.0,0.0,2.0,2.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1698,P1,2016-12-19,Porto,Chaves,2.0,1.0,H,0.0,1.0,A,1.17,7.5,14.0,,0.0,H,3.0,0.0,1.0,3.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1699,P1,2016-12-21,Benfica,Rio Ave,2.0,0.0,H,2.0,0.0,H,1.2,6.0,15.0,,2.0,H,3.0,0.0,2.0,2.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1700,P1,2016-12-22,Belenenses,Sp Lisbon,0.0,1.0,A,0.0,0.0,D,8.5,4.75,1.36,,3.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1701,P1,2016-12-22,Chaves,Estoril,1.0,0.0,H,0.0,0.0,D,2.05,3.1,4.0,,3.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1702,P1,2016-12-22,Feirense,Pacos Ferreira,2.0,0.0,H,1.0,0.0,H,3.0,3.2,2.4,,3.0,H,3.0,0.0,2.0,2.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1704,P1,2016-12-22,Sp Braga,Moreirense,2.0,1.0,H,1.0,1.0,D,1.53,4.0,6.0,,3.0,H,3.0,0.0,1.0,3.0,D,0.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1703,P1,2016-12-22,Nacional,Boavista,0.0,2.0,A,0.0,2.0,A,2.0,3.4,3.75,,3.0,A,0.0,3.0,-2.0,2.0,A,-2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1705,P1,2016-12-23,Arouca,Guimaraes,0.0,1.0,A,0.0,0.0,D,3.0,3.2,2.38,,4.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1706,P1,2016-12-23,Setubal,Tondela,3.0,0.0,H,2.0,0.0,H,2.05,3.2,3.75,,4.0,H,3.0,0.0,3.0,3.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1707,P1,2017-01-07,Estoril,Maritimo,0.0,1.0,A,0.0,1.0,A,2.88,3.0,2.63,,5.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1708,P1,2017-01-07,Guimaraes,Benfica,0.0,2.0,A,0.0,2.0,A,5.5,3.75,1.62,,5.0,A,0.0,3.0,-2.0,2.0,A,-2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1709,P1,2017-01-07,Nacional,Sp Braga,0.0,0.0,D,0.0,0.0,D,3.5,3.3,2.1,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1710,P1,2017-01-07,Pacos Ferreira,Porto,0.0,0.0,D,0.0,0.0,D,8.0,4.75,1.36,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1713,P1,2017-01-08,Sp Lisbon,Feirense,2.0,1.0,H,2.0,0.0,H,1.17,7.0,15.0,,6.0,H,3.0,0.0,1.0,3.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1714,P1,2017-01-08,Tondela,Arouca,1.0,2.0,A,0.0,1.0,A,2.4,3.1,3.1,,6.0,A,0.0,3.0,-1.0,3.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1712,P1,2017-01-08,Rio Ave,Chaves,2.0,2.0,D,1.0,0.0,H,1.85,3.1,5.0,,6.0,D,1.0,1.0,0.0,4.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1711,P1,2017-01-08,Boavista,Setubal,1.0,0.0,H,1.0,0.0,H,2.3,3.1,3.3,,6.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1715,P1,2017-01-09,Moreirense,Belenenses,1.0,0.0,H,0.0,0.0,D,2.3,3.5,2.88,,0.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1716,P1,2017-01-13,Arouca,Estoril,2.0,1.0,H,0.0,0.0,D,1.83,3.25,4.75,,4.0,H,3.0,0.0,1.0,3.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1717,P1,2017-01-14,Benfica,Boavista,3.0,3.0,D,1.0,3.0,A,1.14,7.5,17.0,,5.0,D,1.0,1.0,0.0,6.0,A,-2.0,4.0,cleanP1_1617,,,,,,,,,,,,,,,
1718,P1,2017-01-14,Chaves,Sp Lisbon,2.0,2.0,D,1.0,1.0,D,6.5,3.6,1.57,,5.0,D,1.0,1.0,0.0,4.0,D,0.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1719,P1,2017-01-14,Feirense,Guimaraes,0.0,0.0,D,0.0,0.0,D,3.6,3.2,2.1,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1720,P1,2017-01-14,Setubal,Nacional,1.0,0.0,H,0.0,0.0,D,2.2,3.1,3.5,,5.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1722,P1,2017-01-15,Maritimo,Pacos Ferreira,3.0,1.0,H,2.0,1.0,H,2.05,3.2,3.75,,6.0,H,3.0,0.0,2.0,4.0,H,1.0,3.0,cleanP1_1617,,,,,,,,,,,,,,,
1721,P1,2017-01-15,Belenenses,Rio Ave,1.0,0.0,H,0.0,0.0,D,2.63,3.1,2.75,,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1723,P1,2017-01-15,Porto,Moreirense,3.0,0.0,H,2.0,0.0,H,1.2,6.5,13.0,,6.0,H,3.0,0.0,3.0,3.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1724,P1,2017-01-16,Sp Braga,Tondela,2.0,0.0,H,0.0,0.0,D,1.44,4.2,7.5,,0.0,H,3.0,0.0,2.0,2.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1725,P1,2017-01-20,Pacos Ferreira,Moreirense,0.0,2.0,A,0.0,1.0,A,2.4,3.0,3.2,,4.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1726,P1,2017-01-21,Arouca,Boavista,1.0,2.0,A,1.0,1.0,D,2.1,3.2,3.6,,5.0,A,0.0,3.0,-1.0,3.0,D,0.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1727,P1,2017-01-21,Maritimo,Sp Lisbon,2.0,2.0,D,2.0,1.0,H,5.25,3.6,1.67,,5.0,D,1.0,1.0,0.0,4.0,H,1.0,3.0,cleanP1_1617,,,,,,,,,,,,,,,
1728,P1,2017-01-21,Porto,Rio Ave,4.0,2.0,H,1.0,1.0,D,1.25,5.5,12.0,,5.0,H,3.0,0.0,2.0,6.0,D,0.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1732,P1,2017-01-22,Sp Braga,Guimaraes,1.0,2.0,A,0.0,2.0,A,1.91,3.4,4.0,,6.0,A,0.0,3.0,-1.0,3.0,A,-2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1731,P1,2017-01-22,Feirense,Estoril,1.0,0.0,H,1.0,0.0,H,2.25,3.0,3.5,,6.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1729,P1,2017-01-22,Belenenses,Setubal,1.0,2.0,A,0.0,1.0,A,2.1,3.1,3.75,,6.0,A,0.0,3.0,-1.0,3.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1730,P1,2017-01-22,Benfica,Tondela,4.0,0.0,H,0.0,0.0,D,1.11,9.0,19.0,,6.0,H,3.0,0.0,4.0,4.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1733,P1,2017-01-23,Chaves,Nacional,2.0,0.0,H,2.0,0.0,H,2.0,3.1,4.2,,0.0,H,3.0,0.0,2.0,2.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1734,P1,2017-01-27,Boavista,Belenenses,0.0,1.0,A,0.0,0.0,D,2.3,3.0,3.4,,4.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1735,P1,2017-01-28,Estoril,Porto,1.0,2.0,A,0.0,0.0,D,11.0,5.75,1.25,,5.0,A,0.0,3.0,-1.0,3.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1736,P1,2017-01-28,Guimaraes,Maritimo,0.0,0.0,D,0.0,0.0,D,2.0,3.4,3.75,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1737,P1,2017-01-28,Nacional,Arouca,1.0,1.0,D,0.0,0.0,D,2.25,3.1,3.4,,5.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1738,P1,2017-01-28,Sp Lisbon,Pacos Ferreira,4.0,2.0,H,3.0,0.0,H,1.25,5.75,11.0,,5.0,H,3.0,0.0,2.0,6.0,H,3.0,3.0,cleanP1_1617,,,,,,,,,,,,,,,
1739,P1,2017-01-28,Tondela,Chaves,2.0,0.0,H,2.0,0.0,H,2.75,3.25,2.55,,5.0,H,3.0,0.0,2.0,2.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1740,P1,2017-01-30,Setubal,Benfica,1.0,0.0,H,1.0,0.0,H,8.5,5.0,1.33,,0.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1741,P1,2017-02-02,Moreirense,Feirense,1.0,1.0,D,1.0,0.0,H,2.1,3.25,3.5,,3.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1742,P1,2017-02-02,Rio Ave,Sp Braga,1.0,0.0,H,0.0,0.0,D,2.38,3.1,3.1,,3.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1743,P1,2017-02-03,Pacos Ferreira,Guimaraes,2.0,0.0,H,0.0,0.0,D,3.6,3.2,2.1,,4.0,H,3.0,0.0,2.0,2.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1744,P1,2017-02-04,Chaves,Boavista,0.0,0.0,D,0.0,0.0,D,2.2,3.1,3.5,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1745,P1,2017-02-04,Porto,Sp Lisbon,2.0,1.0,H,2.0,0.0,H,2.0,3.6,3.5,,5.0,H,3.0,0.0,1.0,3.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1747,P1,2017-02-05,Belenenses,Tondela,0.0,0.0,D,0.0,0.0,D,1.95,3.3,4.0,,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1748,P1,2017-02-05,Benfica,Nacional,3.0,0.0,H,2.0,0.0,H,1.17,7.0,15.0,,6.0,H,3.0,0.0,3.0,3.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1746,P1,2017-02-05,Arouca,Setubal,2.0,1.0,H,2.0,1.0,H,2.2,3.1,3.5,,6.0,H,3.0,0.0,1.0,3.0,H,1.0,3.0,cleanP1_1617,,,,,,,,,,,,,,,
1749,P1,2017-02-06,Feirense,Rio Ave,2.0,1.0,H,1.0,0.0,H,3.0,3.2,2.4,,0.0,H,3.0,0.0,1.0,3.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1750,P1,2017-02-06,Maritimo,Moreirense,1.0,0.0,H,1.0,0.0,H,2.0,3.2,4.0,,0.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1751,P1,2017-02-06,Sp Braga,Estoril,1.0,1.0,D,0.0,1.0,A,1.44,4.0,8.0,,0.0,D,1.0,1.0,0.0,2.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1752,P1,2017-02-10,Benfica,Arouca,3.0,0.0,H,2.0,0.0,H,1.18,6.5,15.0,,4.0,H,3.0,0.0,3.0,3.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1753,P1,2017-02-11,Estoril,Pacos Ferreira,2.0,1.0,H,2.0,1.0,H,2.38,3.1,3.1,,5.0,H,3.0,0.0,1.0,3.0,H,1.0,3.0,cleanP1_1617,,,,,,,,,,,,,,,
1754,P1,2017-02-11,Guimaraes,Porto,0.0,2.0,A,0.0,1.0,A,6.5,3.8,1.53,,5.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1755,P1,2017-02-11,Setubal,Chaves,0.0,0.0,D,0.0,0.0,D,2.4,3.0,3.2,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1756,P1,2017-02-11,Tondela,Feirense,0.0,1.0,A,0.0,0.0,D,2.25,3.0,3.5,,5.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1757,P1,2017-02-12,Boavista,Sp Braga,1.0,1.0,D,1.0,1.0,D,3.0,3.0,2.5,,6.0,D,1.0,1.0,0.0,2.0,D,0.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1758,P1,2017-02-12,Moreirense,Sp Lisbon,2.0,3.0,A,2.0,1.0,H,6.5,3.75,1.55,,6.0,A,0.0,3.0,-1.0,5.0,H,1.0,3.0,cleanP1_1617,,,,,,,,,,,,,,,
1759,P1,2017-02-12,Nacional,Belenenses,1.0,1.0,D,1.0,0.0,H,2.38,3.0,3.2,,6.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1760,P1,2017-02-13,Rio Ave,Maritimo,0.0,0.0,D,0.0,0.0,D,2.05,3.2,3.8,,0.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1761,P1,2017-02-17,Porto,Tondela,4.0,0.0,H,1.0,0.0,H,1.13,7.5,23.0,,4.0,H,3.0,0.0,4.0,4.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1765,P1,2017-02-18,Sp Lisbon,Rio Ave,1.0,0.0,H,1.0,0.0,H,1.36,4.75,8.5,,5.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1764,P1,2017-02-18,Moreirense,Estoril,1.0,1.0,D,0.0,0.0,D,2.1,3.1,3.8,,5.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1763,P1,2017-02-18,Feirense,Boavista,0.0,1.0,A,0.0,0.0,D,2.63,2.88,3.0,,5.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1762,P1,2017-02-18,Chaves,Arouca,2.0,0.0,H,1.0,0.0,H,2.05,3.1,4.0,,5.0,H,3.0,0.0,2.0,2.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1766,P1,2017-02-19,Belenenses,Guimaraes,1.0,1.0,D,1.0,1.0,D,3.3,2.9,2.38,,6.0,D,1.0,1.0,0.0,2.0,D,0.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1767,P1,2017-02-19,Pacos Ferreira,Setubal,2.0,1.0,H,1.0,0.0,H,2.4,3.0,3.2,,6.0,H,3.0,0.0,1.0,3.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1768,P1,2017-02-19,Sp Braga,Benfica,0.0,1.0,A,0.0,0.0,D,5.0,3.5,1.73,,6.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1769,P1,2017-02-20,Maritimo,Nacional,0.0,0.0,D,0.0,0.0,D,1.83,3.4,4.5,,0.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1770,P1,2017-02-24,Benfica,Chaves,3.0,1.0,H,1.0,1.0,D,1.18,6.5,15.0,,4.0,H,3.0,0.0,2.0,4.0,D,0.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1771,P1,2017-02-24,Guimaraes,Moreirense,1.0,0.0,H,1.0,0.0,H,1.75,3.5,4.75,,4.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1772,P1,2017-02-25,Estoril,Sp Lisbon,0.0,2.0,A,0.0,1.0,A,8.0,4.5,1.4,,5.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1773,P1,2017-02-25,Rio Ave,Pacos Ferreira,0.0,0.0,D,0.0,0.0,D,1.85,3.2,4.75,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1774,P1,2017-02-25,Tondela,Maritimo,1.0,1.0,D,1.0,0.0,H,2.8,2.88,2.75,,5.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1775,P1,2017-02-26,Boavista,Porto,0.0,1.0,A,0.0,1.0,A,9.5,4.5,1.36,,6.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1776,P1,2017-02-26,Nacional,Feirense,0.0,0.0,D,0.0,0.0,D,2.05,3.0,4.2,,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1777,P1,2017-02-26,Setubal,Sp Braga,1.0,1.0,D,0.0,0.0,D,3.25,2.9,2.4,,6.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1778,P1,2017-02-27,Arouca,Belenenses,1.0,2.0,A,1.0,0.0,H,2.3,2.88,3.5,,0.0,A,0.0,3.0,-1.0,3.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1779,P1,2017-03-03,Moreirense,Boavista,0.0,0.0,D,0.0,0.0,D,2.38,2.88,3.4,,4.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1780,P1,2017-03-04,Feirense,Benfica,0.0,1.0,A,0.0,1.0,A,8.0,4.75,1.36,,5.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1781,P1,2017-03-04,Porto,Nacional,7.0,0.0,H,2.0,0.0,H,1.13,8.0,19.0,,5.0,H,3.0,0.0,7.0,7.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1782,P1,2017-03-04,Sp Braga,Arouca,3.0,1.0,H,1.0,1.0,D,1.6,3.5,6.5,,5.0,H,3.0,0.0,2.0,4.0,D,0.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1783,P1,2017-03-05,Belenenses,Chaves,2.0,1.0,H,0.0,1.0,A,2.3,2.88,3.5,,6.0,H,3.0,0.0,1.0,3.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1784,P1,2017-03-05,Maritimo,Setubal,1.0,0.0,H,1.0,0.0,H,2.05,3.1,4.0,,6.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1785,P1,2017-03-05,Pacos Ferreira,Tondela,0.0,0.0,D,0.0,0.0,D,1.95,3.3,4.0,,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1786,P1,2017-03-05,Sp Lisbon,Guimaraes,1.0,1.0,D,1.0,0.0,H,1.44,4.33,7.0,,6.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1787,P1,2017-03-06,Estoril,Rio Ave,0.0,2.0,A,0.0,1.0,A,3.1,3.0,2.45,,0.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1788,P1,2017-03-10,Arouca,Porto,0.0,4.0,A,0.0,2.0,A,13.0,5.25,1.25,,4.0,A,0.0,3.0,-4.0,4.0,A,-2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1789,P1,2017-03-11,Chaves,Sp Braga,0.0,0.0,D,0.0,0.0,D,3.4,3.1,2.25,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1790,P1,2017-03-11,Setubal,Feirense,1.0,2.0,A,1.0,0.0,H,2.0,3.2,4.0,,5.0,A,0.0,3.0,-1.0,3.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1791,P1,2017-03-11,Tondela,Sp Lisbon,1.0,4.0,A,0.0,1.0,A,9.0,5.0,1.33,,5.0,A,0.0,3.0,-3.0,5.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1792,P1,2017-03-12,Boavista,Maritimo,3.0,0.0,H,1.0,0.0,H,2.3,3.0,3.4,,6.0,H,3.0,0.0,3.0,3.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1793,P1,2017-03-12,Guimaraes,Estoril,3.0,3.0,D,0.0,1.0,A,1.57,3.75,6.0,,6.0,D,1.0,1.0,0.0,6.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1794,P1,2017-03-12,Rio Ave,Moreirense,3.0,2.0,H,2.0,1.0,H,1.85,3.5,4.2,,6.0,H,3.0,0.0,1.0,5.0,H,1.0,3.0,cleanP1_1617,,,,,,,,,,,,,,,
1796,P1,2017-03-13,Benfica,Belenenses,4.0,0.0,H,1.0,0.0,H,1.18,6.5,15.0,,0.0,H,3.0,0.0,4.0,4.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1795,P1,2017-03-13,Nacional,Pacos Ferreira,1.0,1.0,D,0.0,1.0,A,2.3,3.0,3.4,,0.0,D,1.0,1.0,0.0,2.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1797,P1,2017-03-17,Estoril,Boavista,0.0,0.0,D,0.0,0.0,D,3.5,3.0,2.25,,4.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1798,P1,2017-03-18,Belenenses,Sp Braga,1.0,2.0,A,1.0,2.0,A,3.3,2.88,2.4,,5.0,A,0.0,3.0,-1.0,3.0,A,-1.0,3.0,cleanP1_1617,,,,,,,,,,,,,,,
1799,P1,2017-03-18,Moreirense,Tondela,1.0,1.0,D,0.0,1.0,A,2.0,2.9,4.5,,5.0,D,1.0,1.0,0.0,2.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1800,P1,2017-03-18,Pacos Ferreira,Benfica,0.0,0.0,D,0.0,0.0,D,11.0,5.0,1.3,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1801,P1,2017-03-18,Sp Lisbon,Nacional,2.0,0.0,H,2.0,0.0,H,1.18,6.5,15.0,,5.0,H,3.0,0.0,2.0,2.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1805,P1,2017-03-19,Porto,Setubal,1.0,1.0,D,1.0,0.0,H,1.17,7.0,15.0,,6.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1804,P1,2017-03-19,Maritimo,Arouca,3.0,1.0,H,1.0,1.0,D,1.91,3.1,4.5,,6.0,H,3.0,0.0,2.0,4.0,D,0.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1802,P1,2017-03-19,Feirense,Chaves,3.0,2.0,H,0.0,1.0,A,2.45,2.9,3.2,,6.0,H,3.0,0.0,1.0,5.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1803,P1,2017-03-19,Guimaraes,Rio Ave,3.0,0.0,H,0.0,0.0,D,2.2,3.0,3.6,,6.0,H,3.0,0.0,3.0,3.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1806,P1,2017-03-31,Chaves,Pacos Ferreira,1.0,0.0,H,1.0,0.0,H,2.05,3.1,4.0,,4.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1807,P1,2017-03-31,Nacional,Guimaraes,1.0,2.0,A,0.0,1.0,A,3.2,3.2,2.3,,4.0,A,0.0,3.0,-1.0,3.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1808,P1,2017-04-01,Benfica,Porto,1.0,1.0,D,1.0,0.0,H,2.45,3.1,3.0,,5.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1809,P1,2017-04-01,Boavista,Rio Ave,0.0,1.0,A,0.0,0.0,D,2.63,2.88,2.9,,5.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1617,,,,,,,,,,,,,,,
1810,P1,2017-04-01,Tondela,Estoril,0.0,2.0,A,0.0,1.0,A,2.25,3.0,3.5,,5.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1813,P1,2017-04-02,Setubal,Moreirense,2.0,0.0,H,2.0,0.0,H,2.25,3.0,3.5,,6.0,H,3.0,0.0,2.0,2.0,H,2.0,2.0,cleanP1_1617,,,,,,,,,,,,,,,
1814,P1,2017-04-02,Sp Braga,Maritimo,3.0,3.0,D,3.0,2.0,H,1.73,3.4,5.25,,6.0,D,1.0,1.0,0.0,6.0,H,1.0,5.0,cleanP1_1617,,,,,,,,,,,,,,,
1812,P1,2017-04-02,Belenenses,Feirense,1.0,2.0,A,1.0,0.0,H,2.0,3.2,4.0,,6.0,A,0.0,3.0,-1.0,3.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1811,P1,2017-04-02,Arouca,Sp Lisbon,1.0,2.0,A,1.0,2.0,A,8.0,4.0,1.44,,6.0,A,0.0,3.0,-1.0,3.0,A,-1.0,3.0,cleanP1_1617,,,,,,,,,,,,,,,
1815,P1,2017-04-07,Feirense,Sp Braga,0.0,1.0,A,0.0,1.0,A,3.6,3.1,2.2,,4.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
1816,P1,2017-04-08,Pacos Ferreira,Arouca,1.0,1.0,D,1.0,0.0,H,2.15,3.1,3.6,,5.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1617,,,,,,,,,,,,,,,
