,league_code,date,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_odds,draw_odds,away_odds,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,season_file,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_bookings_pts,away_bookings_pts,time
2629,P1,2020-01-11,Boavista,Famalicao,0.0,1.0,A,0.0,0.0,D,2.3,3.4,3.0,18.0,5.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1920,9.0,8.0,3.0,5.0,8.0,5.0,17.0,25.0,5.0,4.0,1.0,1.0,75.0,65.0,18:00
2630,P1,2020-01-11,Setubal,Sp Lisbon,1.0,3.0,A,0.0,2.0,A,9.0,6.5,1.25,20.0,5.0,A,0.0,3.0,-2.0,4.0,A,-2.0,2.0,cleanP1_1920,10.0,9.0,2.0,5.0,3.0,5.0,7.0,13.0,3.0,3.0,0.0,0.0,30.0,30.0,20:30
2631,P1,2020-01-12,Gil Vicente,Belenenses,2.0,0.0,H,0.0,0.0,D,1.75,3.4,5.0,15.0,6.0,H,3.0,0.0,2.0,2.0,D,0.0,0.0,cleanP1_1920,9.0,4.0,7.0,2.0,5.0,5.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15:00
2632,P1,2020-01-12,Maritimo,Guimaraes,0.0,0.0,D,0.0,0.0,D,4.75,3.6,1.72,17.0,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1920,4.0,15.0,1.0,9.0,3.0,16.0,19.0,16.0,1.0,2.0,0.0,0.0,10.0,20.0,17:30
2633,P1,2020-01-12,Sp Braga,Tondela,2.0,1.0,H,0.0,1.0,A,1.25,5.5,12.0,20.0,6.0,H,3.0,0.0,1.0,3.0,A,-1.0,1.0,cleanP1_1920,17.0,6.0,6.0,2.0,9.0,1.0,10.0,10.0,4.0,3.0,0.0,0.0,40.0,30.0,20:00
2634,P1,2020-01-17,Porto,Sp Braga,1.0,2.0,A,0.0,1.0,A,1.6,3.8,5.75,19.0,4.0,A,0.0,3.0,-1.0,3.0,A,-1.0,1.0,cleanP1_1920,7.0,2.0,3.0,1.0,10.0,5.0,21.0,14.0,5.0,6.0,0.0,0.0,50.0,60.0,19:00
2635,P1,2020-01-17,Sp Lisbon,Benfica,0.0,2.0,A,0.0,0.0,D,3.75,3.4,2.0,21.0,4.0,A,0.0,3.0,-2.0,2.0,D,0.0,0.0,cleanP1_1920,10.0,9.0,6.0,4.0,6.0,3.0,17.0,11.0,4.0,4.0,0.0,0.0,40.0,40.0,21:15
2636,P1,2020-01-18,Aves,Portimonense,3.0,0.0,H,0.0,0.0,D,2.87,3.2,2.5,15.0,5.0,H,3.0,0.0,3.0,3.0,D,0.0,0.0,cleanP1_1920,12.0,9.0,7.0,1.0,5.0,7.0,12.0,12.0,3.0,3.0,0.0,0.0,30.0,30.0,15:30
2637,P1,2020-01-18,Guimaraes,Santa Clara,1.0,0.0,H,0.0,0.0,D,1.33,5.0,8.5,15.0,5.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1920,15.0,3.0,5.0,1.0,5.0,4.0,15.0,21.0,4.0,5.0,0.0,0.0,40.0,50.0,15:30
2638,P1,2020-01-18,Tondela,Moreirense,1.0,1.0,D,0.0,0.0,D,2.15,3.25,3.4,18.0,5.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1920,16.0,5.0,4.0,1.0,2.0,2.0,11.0,21.0,1.0,3.0,0.0,0.0,10.0,30.0,18:00
2639,P1,2020-01-18,Belenenses,Setubal,0.0,1.0,A,0.0,1.0,A,2.25,3.2,3.3,20.0,5.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1920,10.0,7.0,1.0,4.0,9.0,3.0,16.0,19.0,2.0,5.0,0.0,0.0,20.0,50.0,20:30
2641,P1,2020-01-19,Famalicao,Maritimo,1.0,1.0,D,0.0,1.0,A,1.66,3.8,5.0,17.0,6.0,D,1.0,1.0,0.0,2.0,A,-1.0,1.0,cleanP1_1920,17.0,4.0,6.0,2.0,6.0,2.0,20.0,14.0,2.0,5.0,0.0,0.0,20.0,50.0,17:30
2640,P1,2020-01-19,Pacos Ferreira,Gil Vicente,0.0,0.0,D,0.0,0.0,D,2.5,3.0,3.0,15.0,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1920,8.0,8.0,5.0,3.0,7.0,4.0,16.0,13.0,1.0,1.0,0.0,0.0,10.0,10.0,15:00
2642,P1,2020-01-19,Rio Ave,Boavista,2.0,0.0,H,2.0,0.0,H,1.75,3.75,4.5,20.0,6.0,H,3.0,0.0,2.0,2.0,H,2.0,2.0,cleanP1_1920,3.0,6.0,2.0,2.0,4.0,5.0,15.0,21.0,1.0,4.0,0.0,0.0,10.0,40.0,20:00
2644,P1,2020-01-26,Famalicao,Santa Clara,0.0,1.0,A,0.0,1.0,A,1.65,3.75,5.5,15.0,6.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1920,11.0,5.0,1.0,2.0,12.0,7.0,14.0,14.0,2.0,4.0,0.0,0.0,20.0,40.0,15:00
2647,P1,2020-01-26,Aves,Boavista,0.0,1.0,A,0.0,1.0,A,2.45,3.2,2.9,20.0,6.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1920,3.0,9.0,2.0,3.0,4.0,4.0,15.0,24.0,4.0,5.0,0.0,0.0,40.0,50.0,20:00
2646,P1,2020-01-26,Pacos Ferreira,Benfica,0.0,2.0,A,0.0,1.0,A,10.0,4.75,1.33,17.0,6.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_1920,6.0,11.0,2.0,6.0,6.0,7.0,17.0,16.0,3.0,2.0,0.0,0.0,30.0,20.0,17:30
2643,P1,2020-01-26,Belenenses,Portimonense,2.0,1.0,H,1.0,0.0,H,2.5,3.2,2.87,15.0,6.0,H,3.0,0.0,1.0,3.0,H,1.0,1.0,cleanP1_1920,9.0,13.0,4.0,6.0,2.0,6.0,13.0,13.0,1.0,2.0,0.0,0.0,10.0,20.0,15:00
2645,P1,2020-01-26,Tondela,Setubal,0.0,3.0,A,0.0,2.0,A,2.05,3.2,3.8,15.0,6.0,A,0.0,3.0,-3.0,3.0,A,-2.0,2.0,cleanP1_1920,12.0,5.0,6.0,4.0,11.0,2.0,17.0,16.0,1.0,2.0,0.0,0.0,10.0,20.0,15:00
2648,P1,2020-01-27,Guimaraes,Rio Ave,1.0,2.0,A,0.0,2.0,A,1.61,3.75,5.75,18.0,0.0,A,0.0,3.0,-1.0,3.0,A,-2.0,2.0,cleanP1_1920,14.0,5.0,7.0,3.0,14.0,1.0,14.0,18.0,0.0,4.0,0.0,0.0,0.0,40.0,18:45
2649,P1,2020-01-27,Sp Lisbon,Maritimo,1.0,0.0,H,0.0,0.0,D,1.36,4.75,8.5,21.0,0.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1920,14.0,4.0,5.0,2.0,12.0,3.0,14.0,14.0,2.0,3.0,0.0,0.0,20.0,30.0,21:00
2650,P1,2020-01-28,Porto,Gil Vicente,2.0,1.0,H,1.0,1.0,D,1.25,5.25,13.0,20.0,1.0,H,3.0,0.0,1.0,3.0,D,0.0,2.0,cleanP1_1920,6.0,6.0,2.0,2.0,5.0,2.0,24.0,24.0,2.0,3.0,0.0,1.0,20.0,55.0,20:15
2651,P1,2020-01-29,Moreirense,Sp Braga,1.0,2.0,A,0.0,2.0,A,6.0,3.8,1.57,20.0,2.0,A,0.0,3.0,-1.0,3.0,A,-2.0,2.0,cleanP1_1920,6.0,11.0,4.0,6.0,2.0,6.0,14.0,15.0,3.0,3.0,0.0,1.0,30.0,55.0,20:15
2652,P1,2020-01-31,Benfica,Belenenses,3.0,2.0,H,2.0,0.0,H,1.1,9.0,23.0,19.0,4.0,H,3.0,0.0,1.0,5.0,H,2.0,2.0,cleanP1_1920,12.0,15.0,6.0,5.0,10.0,9.0,8.0,11.0,2.0,4.0,0.0,0.0,20.0,40.0,19:00
2653,P1,2020-01-31,Rio Ave,Famalicao,2.0,2.0,D,0.0,2.0,A,1.95,3.3,4.0,21.0,4.0,D,1.0,1.0,0.0,4.0,A,-2.0,2.0,cleanP1_1920,7.0,17.0,3.0,7.0,4.0,6.0,13.0,20.0,4.0,3.0,0.0,0.0,40.0,30.0,21:15
2654,P1,2020-02-01,Portimonense,Tondela,0.0,1.0,A,0.0,1.0,A,1.95,3.4,3.8,15.0,5.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1920,11.0,9.0,4.0,2.0,4.0,2.0,18.0,13.0,3.0,3.0,0.0,0.0,30.0,30.0,15:30
2655,P1,2020-02-01,Setubal,Porto,0.0,4.0,A,0.0,2.0,A,10.0,4.75,1.33,18.0,5.0,A,0.0,3.0,-4.0,4.0,A,-2.0,2.0,cleanP1_1920,7.0,20.0,2.0,6.0,3.0,5.0,13.0,11.0,1.0,2.0,0.0,0.0,10.0,20.0,18:00
2656,P1,2020-02-02,Gil Vicente,Moreirense,1.0,5.0,A,0.0,2.0,A,1.8,3.5,4.5,15.0,6.0,A,0.0,3.0,-4.0,6.0,A,-2.0,2.0,cleanP1_1920,9.0,10.0,5.0,6.0,10.0,1.0,6.0,19.0,1.0,2.0,0.0,0.0,10.0,20.0,15:00
2657,P1,2020-02-02,Maritimo,Aves,1.0,2.0,A,1.0,1.0,D,2.0,3.3,3.8,15.0,6.0,A,0.0,3.0,-1.0,3.0,D,0.0,2.0,cleanP1_1920,11.0,9.0,4.0,2.0,8.0,2.0,19.0,13.0,2.0,3.0,0.0,0.0,20.0,30.0,15:00
2658,P1,2020-02-02,Santa Clara,Pacos Ferreira,2.0,1.0,H,0.0,0.0,D,2.1,3.2,3.6,17.0,6.0,H,3.0,0.0,1.0,3.0,D,0.0,0.0,cleanP1_1920,10.0,7.0,4.0,2.0,3.0,2.0,12.0,16.0,2.0,4.0,0.0,0.0,20.0,40.0,17:30
2659,P1,2020-02-02,Sp Braga,Sp Lisbon,1.0,0.0,H,0.0,0.0,D,1.75,3.6,4.75,17.0,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1920,13.0,15.0,8.0,9.0,5.0,9.0,15.0,14.0,4.0,7.0,0.0,0.0,40.0,70.0,17:30
2660,P1,2020-02-02,Boavista,Guimaraes,2.0,0.0,H,1.0,0.0,H,4.5,3.5,1.8,20.0,6.0,H,3.0,0.0,2.0,2.0,H,1.0,1.0,cleanP1_1920,9.0,18.0,5.0,8.0,1.0,11.0,21.0,14.0,5.0,2.0,0.0,0.0,50.0,20.0,20:00
2661,P1,2020-02-07,Pacos Ferreira,Boavista,0.0,1.0,A,0.0,1.0,A,2.45,2.87,3.25,20.0,4.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1920,20.0,7.0,5.0,3.0,13.0,2.0,16.0,20.0,2.0,4.0,0.0,0.0,20.0,40.0,20:30
2662,P1,2020-02-08,Belenenses,Santa Clara,0.0,2.0,A,0.0,2.0,A,2.5,3.1,2.9,15.0,5.0,A,0.0,3.0,-2.0,2.0,A,-2.0,2.0,cleanP1_1920,13.0,9.0,1.0,3.0,7.0,8.0,10.0,23.0,0.0,2.0,0.0,0.0,0.0,20.0,15:30
2663,P1,2020-02-08,Famalicao,Guimaraes,0.0,7.0,A,0.0,2.0,A,3.0,3.5,2.25,15.0,5.0,A,0.0,3.0,-7.0,7.0,A,-2.0,2.0,cleanP1_1920,6.0,19.0,3.0,10.0,1.0,6.0,11.0,14.0,2.0,3.0,1.0,0.0,45.0,30.0,15:30
2664,P1,2020-02-08,Sp Braga,Gil Vicente,2.0,2.0,D,2.0,0.0,H,1.33,5.0,9.0,18.0,5.0,D,1.0,1.0,0.0,4.0,H,2.0,2.0,cleanP1_1920,10.0,13.0,7.0,7.0,3.0,6.0,8.0,18.0,2.0,4.0,1.0,0.0,45.0,40.0,18:00
2665,P1,2020-02-08,Porto,Benfica,3.0,2.0,H,3.0,1.0,H,2.45,3.25,2.87,20.0,5.0,H,3.0,0.0,1.0,5.0,H,2.0,4.0,cleanP1_1920,17.0,9.0,4.0,3.0,4.0,4.0,12.0,19.0,4.0,6.0,0.0,0.0,40.0,60.0,20:30
2666,P1,2020-02-09,Moreirense,Setubal,1.0,1.0,D,0.0,1.0,A,2.05,3.2,3.8,15.0,6.0,D,1.0,1.0,0.0,2.0,A,-1.0,1.0,cleanP1_1920,19.0,8.0,6.0,1.0,8.0,4.0,16.0,21.0,2.0,4.0,0.0,0.0,20.0,40.0,15:00
2667,P1,2020-02-09,Tondela,Maritimo,0.0,0.0,D,0.0,0.0,D,2.25,3.1,3.4,15.0,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1920,10.0,10.0,1.0,5.0,3.0,4.0,23.0,28.0,1.0,3.0,0.0,0.0,10.0,30.0,15:00
2668,P1,2020-02-09,Sp Lisbon,Portimonense,2.0,1.0,H,1.0,1.0,D,1.44,4.33,7.0,17.0,6.0,H,3.0,0.0,1.0,3.0,D,0.0,2.0,cleanP1_1920,20.0,10.0,4.0,3.0,3.0,2.0,9.0,18.0,1.0,1.0,0.0,0.0,10.0,10.0,17:30
2669,P1,2020-02-09,Aves,Rio Ave,0.0,4.0,A,0.0,1.0,A,3.2,3.25,2.25,20.0,6.0,A,0.0,3.0,-4.0,4.0,A,-1.0,1.0,cleanP1_1920,7.0,12.0,2.0,6.0,5.0,10.0,15.0,17.0,5.0,1.0,1.0,0.0,75.0,10.0,20:00
2670,P1,2020-02-14,Setubal,Gil Vicente,1.0,2.0,A,0.0,1.0,A,2.62,3.0,2.87,20.0,4.0,A,0.0,3.0,-1.0,3.0,A,-1.0,1.0,cleanP1_1920,7.0,7.0,2.0,3.0,5.0,3.0,18.0,17.0,1.0,3.0,0.0,0.0,10.0,30.0,20:30
2671,P1,2020-02-15,Portimonense,Moreirense,1.0,1.0,D,1.0,1.0,D,2.0,3.3,3.75,15.0,5.0,D,1.0,1.0,0.0,2.0,D,0.0,2.0,cleanP1_1920,12.0,9.0,3.0,2.0,8.0,4.0,20.0,18.0,1.0,1.0,0.0,0.0,10.0,10.0,15:30
2672,P1,2020-02-15,Santa Clara,Tondela,1.0,0.0,H,0.0,0.0,D,2.1,3.1,3.8,15.0,5.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1920,16.0,6.0,3.0,1.0,8.0,4.0,17.0,14.0,1.0,2.0,0.0,0.0,10.0,20.0,15:30
2673,P1,2020-02-15,Benfica,Sp Braga,0.0,1.0,A,0.0,1.0,A,1.61,3.8,5.5,18.0,5.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1920,10.0,12.0,3.0,7.0,3.0,6.0,21.0,16.0,2.0,5.0,0.0,0.0,20.0,50.0,18:00
2674,P1,2020-02-15,Rio Ave,Sp Lisbon,1.0,1.0,D,1.0,0.0,H,2.4,3.3,2.87,20.0,5.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1920,15.0,7.0,6.0,2.0,9.0,1.0,16.0,14.0,3.0,3.0,0.0,1.0,30.0,55.0,20:30
2678,P1,2020-02-16,Famalicao,Aves,1.0,1.0,D,0.0,0.0,D,1.53,3.75,7.0,20.0,6.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1920,17.0,12.0,7.0,4.0,10.0,5.0,20.0,10.0,6.0,1.0,1.0,0.0,85.0,10.0,20:00
2677,P1,2020-02-16,Guimaraes,Porto,1.0,2.0,A,0.0,1.0,A,3.8,3.4,1.95,17.0,6.0,A,0.0,3.0,-1.0,3.0,A,-1.0,1.0,cleanP1_1920,13.0,8.0,3.0,1.0,4.0,5.0,14.0,17.0,0.0,2.0,0.0,0.0,0.0,20.0,17:30
2676,P1,2020-02-16,Maritimo,Pacos Ferreira,3.0,0.0,H,1.0,0.0,H,2.3,3.1,3.2,15.0,6.0,H,3.0,0.0,3.0,3.0,H,1.0,1.0,cleanP1_1920,8.0,16.0,5.0,3.0,5.0,6.0,16.0,17.0,2.0,3.0,0.0,0.0,20.0,30.0,15:00
2675,P1,2020-02-16,Boavista,Belenenses,1.0,2.0,A,0.0,1.0,A,1.8,3.4,5.0,15.0,6.0,A,0.0,3.0,-1.0,3.0,A,-1.0,1.0,cleanP1_1920,19.0,11.0,4.0,4.0,9.0,6.0,16.0,13.0,1.0,2.0,0.0,1.0,10.0,45.0,15:00
2679,P1,2020-02-21,Aves,Guimaraes,0.0,2.0,A,0.0,0.0,D,7.0,4.5,1.44,20.0,4.0,A,0.0,3.0,-2.0,2.0,D,0.0,0.0,cleanP1_1920,8.0,9.0,2.0,4.0,6.0,5.0,18.0,21.0,2.0,1.0,0.0,0.0,20.0,10.0,20:30
2680,P1,2020-02-22,Tondela,Rio Ave,1.0,2.0,A,0.0,0.0,D,4.0,3.3,1.95,18.0,5.0,A,0.0,3.0,-1.0,3.0,D,0.0,0.0,cleanP1_1920,7.0,9.0,4.0,3.0,4.0,3.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,18:00
2681,P1,2020-02-22,Belenenses,Maritimo,1.0,0.0,H,1.0,0.0,H,2.25,3.1,3.4,20.0,5.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1920,9.0,18.0,3.0,1.0,0.0,2.0,18.0,15.0,4.0,4.0,0.0,0.0,40.0,40.0,20:30
2682,P1,2020-02-23,Moreirense,Santa Clara,2.0,1.0,H,1.0,1.0,D,2.45,3.1,3.0,15.0,6.0,H,3.0,0.0,1.0,3.0,D,0.0,2.0,cleanP1_1920,9.0,11.0,4.0,4.0,1.0,2.0,18.0,20.0,1.0,3.0,0.0,1.0,10.0,55.0,15:00
2683,P1,2020-02-23,Pacos Ferreira,Famalicao,2.0,1.0,H,0.0,0.0,D,3.1,3.1,2.4,15.0,6.0,H,3.0,0.0,1.0,3.0,D,0.0,0.0,cleanP1_1920,9.0,11.0,4.0,5.0,4.0,3.0,23.0,13.0,5.0,3.0,1.0,1.0,75.0,55.0,15:00
2684,P1,2020-02-23,Sp Lisbon,Boavista,2.0,0.0,H,2.0,0.0,H,1.55,3.8,6.5,17.0,6.0,H,3.0,0.0,2.0,2.0,H,2.0,2.0,cleanP1_1920,7.0,9.0,4.0,4.0,6.0,5.0,10.0,18.0,2.0,2.0,0.0,0.0,20.0,20.0,17:30
2685,P1,2020-02-23,Sp Braga,Setubal,3.0,1.0,H,0.0,0.0,D,1.3,5.0,10.0,20.0,6.0,H,3.0,0.0,2.0,4.0,D,0.0,0.0,cleanP1_1920,23.0,6.0,7.0,4.0,13.0,4.0,15.0,11.0,3.0,4.0,0.0,0.0,30.0,40.0,20:00
2686,P1,2020-02-23,Porto,Portimonense,1.0,0.0,H,0.0,0.0,D,1.18,6.5,15.0,20.0,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1920,24.0,6.0,4.0,0.0,8.0,3.0,13.0,18.0,2.0,5.0,0.0,0.0,20.0,50.0,20:30
2687,P1,2020-02-24,Gil Vicente,Benfica,0.0,1.0,A,0.0,1.0,A,7.0,4.33,1.44,19.0,0.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1920,16.0,10.0,7.0,4.0,9.0,6.0,20.0,17.0,1.0,1.0,0.0,0.0,10.0,10.0,19:30
2688,P1,2020-02-28,Portimonense,Setubal,0.0,0.0,D,0.0,0.0,D,1.8,3.3,4.75,20.0,4.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1920,15.0,12.0,5.0,4.0,9.0,3.0,15.0,11.0,3.0,2.0,0.0,0.0,30.0,20.0,20:30
2689,P1,2020-02-29,Rio Ave,Belenenses,0.0,0.0,D,0.0,0.0,D,1.44,4.2,7.5,18.0,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1920,10.0,5.0,2.0,0.0,12.0,1.0,13.0,19.0,3.0,5.0,0.0,0.0,30.0,50.0,18:00
2690,P1,2020-02-29,Boavista,Gil Vicente,0.0,1.0,A,0.0,0.0,D,2.2,3.0,3.6,20.0,5.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1920,15.0,9.0,2.0,4.0,4.0,2.0,19.0,18.0,2.0,2.0,0.0,0.0,20.0,20.0,20:30
2693,P1,2020-03-01,Guimaraes,Tondela,2.0,0.0,H,2.0,0.0,H,1.36,4.75,8.0,20.0,6.0,H,3.0,0.0,2.0,2.0,H,2.0,2.0,cleanP1_1920,12.0,9.0,5.0,2.0,7.0,4.0,19.0,16.0,1.0,2.0,0.0,0.0,10.0,20.0,20:00
2691,P1,2020-03-01,Aves,Pacos Ferreira,1.0,3.0,A,1.0,1.0,D,2.7,3.0,2.8,15.0,6.0,A,0.0,3.0,-2.0,4.0,D,0.0,2.0,cleanP1_1920,10.0,10.0,3.0,4.0,7.0,7.0,11.0,23.0,2.0,1.0,0.0,0.0,20.0,10.0,15:00
2692,P1,2020-03-01,Maritimo,Sp Braga,1.0,2.0,A,0.0,1.0,A,5.0,3.75,1.66,17.0,6.0,A,0.0,3.0,-1.0,3.0,A,-1.0,1.0,cleanP1_1920,12.0,18.0,3.0,6.0,5.0,8.0,14.0,17.0,4.0,3.0,0.0,0.0,40.0,30.0,17:30
2694,P1,2020-03-02,Santa Clara,Porto,0.0,2.0,A,0.0,1.0,A,8.0,4.0,1.44,19.0,0.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_1920,11.0,7.0,1.0,2.0,2.0,3.0,17.0,15.0,2.0,3.0,0.0,0.0,20.0,30.0,19:30
2695,P1,2020-03-02,Benfica,Moreirense,1.0,1.0,D,0.0,0.0,D,1.14,8.5,13.0,20.0,0.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1920,26.0,7.0,9.0,1.0,10.0,0.0,13.0,15.0,1.0,3.0,0.0,0.0,10.0,30.0,20:45
2696,P1,2020-03-03,Famalicao,Sp Lisbon,3.0,1.0,H,2.0,1.0,H,2.87,3.4,2.37,20.0,1.0,H,3.0,0.0,2.0,4.0,H,1.0,3.0,cleanP1_1920,13.0,13.0,3.0,3.0,6.0,6.0,18.0,18.0,3.0,3.0,0.0,0.0,30.0,30.0,20:00
2697,P1,2020-03-06,Sp Braga,Portimonense,3.0,1.0,H,2.0,0.0,H,1.33,5.0,9.0,20.0,4.0,H,3.0,0.0,2.0,4.0,H,2.0,2.0,cleanP1_1920,19.0,13.0,9.0,5.0,3.0,7.0,17.0,20.0,0.0,3.0,0.0,0.0,0.0,30.0,20:30
2698,P1,2020-03-07,Tondela,Boavista,1.0,1.0,D,1.0,1.0,D,2.55,3.0,3.0,15.0,5.0,D,1.0,1.0,0.0,2.0,D,0.0,2.0,cleanP1_1920,11.0,10.0,4.0,6.0,0.0,5.0,11.0,25.0,0.0,2.0,0.0,0.0,0.0,20.0,15:30
2699,P1,2020-03-07,Setubal,Benfica,1.0,1.0,D,0.0,0.0,D,8.5,4.75,1.33,18.0,5.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1920,3.0,15.0,2.0,6.0,1.0,8.0,13.0,12.0,4.0,3.0,0.0,0.0,40.0,30.0,18:00
2700,P1,2020-03-07,Porto,Rio Ave,1.0,1.0,D,1.0,1.0,D,1.3,5.25,9.5,20.0,5.0,D,1.0,1.0,0.0,2.0,D,0.0,2.0,cleanP1_1920,23.0,6.0,5.0,3.0,9.0,3.0,11.0,9.0,1.0,4.0,0.0,0.0,10.0,40.0,20:30
2704,P1,2020-03-08,Sp Lisbon,Aves,2.0,0.0,H,0.0,0.0,D,1.25,5.75,11.0,17.0,6.0,H,3.0,0.0,2.0,2.0,D,0.0,0.0,cleanP1_1920,22.0,3.0,5.0,3.0,14.0,0.0,16.0,7.0,1.0,2.0,0.0,2.0,10.0,70.0,17:30
2701,P1,2020-03-08,Belenenses,Famalicao,0.0,0.0,D,0.0,0.0,D,2.87,3.3,2.4,15.0,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1920,11.0,18.0,2.0,3.0,5.0,6.0,12.0,11.0,1.0,3.0,0.0,0.0,10.0,30.0,15:00
2702,P1,2020-03-08,Moreirense,Maritimo,2.0,0.0,H,1.0,0.0,H,2.2,3.1,3.5,15.0,6.0,H,3.0,0.0,2.0,2.0,H,1.0,1.0,cleanP1_1920,15.0,13.0,4.0,3.0,8.0,3.0,12.0,16.0,0.0,4.0,0.0,0.0,0.0,40.0,15:00
2703,P1,2020-03-08,Gil Vicente,Santa Clara,1.0,1.0,D,0.0,0.0,D,2.05,3.2,3.75,17.0,6.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1920,9.0,4.0,3.0,2.0,6.0,5.0,21.0,15.0,1.0,0.0,0.0,0.0,10.0,0.0,17:00
2705,P1,2020-03-08,Pacos Ferreira,Guimaraes,1.0,2.0,A,1.0,0.0,H,5.0,3.8,1.65,20.0,6.0,A,0.0,3.0,-1.0,3.0,H,1.0,1.0,cleanP1_1920,12.0,13.0,5.0,4.0,5.0,5.0,15.0,13.0,2.0,2.0,0.0,0.0,20.0,20.0,20:00
2706,P1,2020-06-03,Portimonense,Gil Vicente,1.0,0.0,H,0.0,0.0,D,2.45,3.3,2.8,19.0,2.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1920,6.0,6.0,2.0,2.0,5.0,5.0,20.0,15.0,0.0,2.0,0.0,0.0,0.0,20.0,19:00
2707,P1,2020-06-03,Famalicao,Porto,2.0,1.0,H,0.0,0.0,D,7.0,4.75,1.4,21.0,2.0,H,3.0,0.0,1.0,3.0,D,0.0,0.0,cleanP1_1920,7.0,16.0,2.0,6.0,1.0,7.0,20.0,15.0,4.0,1.0,0.0,0.0,40.0,10.0,21:15
2709,P1,2020-06-04,Benfica,Tondela,0.0,0.0,D,0.0,0.0,D,1.16,7.0,15.0,19.0,3.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1920,26.0,4.0,5.0,0.0,14.0,0.0,11.0,12.0,1.0,0.0,0.0,0.0,10.0,0.0,19:15
2708,P1,2020-06-04,Maritimo,Setubal,1.0,1.0,D,1.0,0.0,H,2.15,3.1,3.6,18.0,3.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1920,20.0,12.0,4.0,3.0,10.0,1.0,22.0,22.0,3.0,1.0,0.0,0.0,30.0,10.0,18:00
2710,P1,2020-06-04,Guimaraes,Sp Lisbon,2.0,2.0,D,1.0,1.0,D,2.37,3.6,2.75,21.0,3.0,D,1.0,1.0,0.0,4.0,D,0.0,2.0,cleanP1_1920,13.0,17.0,3.0,5.0,7.0,3.0,23.0,21.0,4.0,2.0,1.0,0.0,65.0,20.0,21:15
2712,P1,2020-06-05,Aves,Belenenses,0.0,2.0,A,0.0,2.0,A,2.8,3.3,2.45,21.0,4.0,A,0.0,3.0,-2.0,2.0,A,-2.0,2.0,cleanP1_1920,10.0,11.0,2.0,4.0,5.0,4.0,17.0,15.0,5.0,2.0,0.0,0.0,50.0,20.0,21:15
2711,P1,2020-06-05,Santa Clara,Sp Braga,3.0,2.0,H,1.0,1.0,D,5.5,4.0,1.57,20.0,4.0,H,3.0,0.0,1.0,5.0,D,0.0,2.0,cleanP1_1920,15.0,11.0,7.0,2.0,2.0,4.0,16.0,17.0,5.0,2.0,0.0,1.0,50.0,45.0,20:00
