league_code,date,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts
P1,2017-08-27,Sp Lisbon,Estoril,2,1,H,2,0,H,13,8,4,3,7,3,18,24,4,5,0,0,,6,H,3,0,1,3,H,2,2,40,50
P1,2017-08-28,Portimonense,Maritimo,1,2,A,0,0,D,13,7,3,3,4,5,11,15,1,3,0,0,,0,A,0,3,-1,3,D,0,0,10,30
P1,2017-09-08,Benfica,Portimonense,2,1,H,0,0,D,15,5,8,2,5,3,11,16,0,4,0,1,,4,H,3,0,1,3,D,0,0,0,65
P1,2017-09-08,Feirense,Sp Lisbon,2,3,A,0,0,D,10,13,7,10,5,10,13,16,3,1,0,0,,4,A,0,3,-1,5,D,0,0,30,10
P1,2017-09-09,Maritimo,Rio Ave,1,0,H,0,0,D,9,4,4,1,8,3,16,21,0,3,0,1,,5,H,3,0,1,1,D,0,0,0,55
P1,2017-09-09,Porto,Chaves,3,0,H,0,0,D,14,8,7,3,8,2,16,14,1,3,0,0,,5,H,3,0,3,3,D,0,0,10,30
P1,2017-09-09,Tondela,Pacos Ferreira,2,2,D,1,0,H,12,10,8,7,10,4,0,0,1,4,0,0,,5,D,1,1,0,4,H,1,1,10,40
P1,2017-09-10,Estoril,Moreirense,0,2,A,0,1,A,13,6,8,4,7,4,0,0,2,3,0,0,,6,A,0,3,-2,2,A,-1,1,20,30
P1,2017-09-10,Guimaraes,Boavista,1,0,H,0,0,D,7,5,4,5,10,5,0,0,1,1,0,0,,6,H,3,0,1,1,D,0,0,10,10
P1,2017-09-10,Setubal,Sp Braga,2,0,H,2,0,H,5,9,3,4,2,8,0,0,3,3,0,0,,6,H,3,0,2,2,H,2,2,30,30
P1,2017-09-11,Aves,Belenenses,2,1,H,1,1,D,13,7,4,4,4,3,17,18,2,3,0,0,,0,H,3,0,1,3,D,0,2,20,30
P1,2017-09-15,Pacos Ferreira,Setubal,1,0,H,0,0,D,5,9,3,4,5,4,17,12,4,3,0,0,,4,H,3,0,1,1,D,0,0,40,30
P1,2017-09-16,Boavista,Benfica,2,1,H,0,1,A,6,13,4,9,3,11,15,19,2,1,0,0,,5,H,3,0,1,3,A,-1,1,20,10
P1,2017-09-16,Maritimo,Aves,2,1,H,2,0,H,7,11,5,6,3,7,18,12,3,2,0,0,,5,H,3,0,1,3,H,2,2,30,20
P1,2017-09-16,Sp Lisbon,Tondela,2,0,H,1,0,H,8,1,4,0,3,4,14,20,2,3,0,0,,5,H,3,0,2,2,H,1,1,20,30
P1,2017-09-17,Belenenses,Estoril,2,1,H,0,0,D,12,14,7,7,6,4,18,18,4,3,0,1,,6,H,3,0,1,3,D,0,0,40,55
P1,2017-09-17,Rio Ave,Porto,1,2,A,0,0,D,5,8,2,5,2,4,10,24,5,4,1,0,,6,A,0,3,-1,3,D,0,0,75,40
P1,2017-09-17,Sp Braga,Guimaraes,2,1,H,2,1,H,8,5,3,2,1,1,24,18,3,3,0,0,,6,H,3,0,1,3,H,1,3,30,30
P1,2017-09-18,Chaves,Moreirense,3,0,H,1,0,H,9,9,4,4,3,2,15,15,0,2,0,0,,0,H,3,0,3,3,H,1,1,0,20
P1,2017-09-18,Portimonense,Feirense,2,1,H,2,1,H,12,5,7,1,7,4,18,13,2,3,0,0,,0,H,3,0,1,3,H,1,3,20,30
P1,2017-09-22,Porto,Portimonense,5,2,H,3,1,H,16,9,9,6,5,4,13,9,2,2,0,0,,4,H,3,0,3,7,H,2,4,20,20
P1,2017-09-23,Benfica,Pacos Ferreira,2,0,H,1,0,H,17,3,9,2,11,2,12,11,3,2,0,0,,5,H,3,0,2,2,H,1,1,30,20
P1,2017-09-23,Estoril,Chaves,0,2,A,0,1,A,7,10,1,5,10,6,15,13,2,0,0,0,,5,A,0,3,-2,2,A,-1,1,20,0
P1,2017-09-23,Moreirense,Sp Lisbon,1,1,D,1,0,H,11,5,6,1,3,8,25,15,3,4,0,0,,5,D,1,1,0,2,H,1,1,30,40
P1,2017-09-24,Aves,Rio Ave,0,0,D,0,0,D,10,9,6,1,2,3,17,10,3,2,0,0,,6,D,1,1,0,0,D,0,0,30,20
P1,2017-09-24,Feirense,Belenenses,1,4,A,0,3,A,7,14,3,7,8,1,17,15,1,3,0,0,,6,A,0,3,-3,5,A,-3,3,10,30
P1,2017-09-24,Guimaraes,Maritimo,2,1,H,1,1,D,12,5,5,2,10,4,17,19,2,2,1,1,,6,H,3,0,1,3,D,0,2,45,45
P1,2017-09-24,Tondela,Sp Braga,1,2,A,1,1,D,6,11,2,3,3,6,14,21,2,3,1,0,,6,A,0,3,-1,3,D,0,2,45,30
P1,2017-09-25,Setubal,Boavista,1,1,D,0,0,D,7,9,4,4,4,6,11,20,0,1,0,0,,0,D,1,1,0,2,D,0,0,0,10
P1,2017-09-29,Chaves,Tondela,1,1,D,1,1,D,15,5,7,1,10,3,11,16,2,2,0,2,,4,D,1,1,0,2,D,0,2,20,70
P1,2017-09-30,Boavista,Feirense,1,0,H,1,0,H,9,5,2,3,6,8,15,15,3,4,0,0,,5,H,3,0,1,1,H,1,1,30,40
P1,2017-09-30,Pacos Ferreira,Moreirense,3,2,H,2,1,H,6,13,5,8,2,6,20,19,4,1,0,0,,5,H,3,0,1,5,H,1,3,40,10
P1,2017-09-30,Portimonense,Aves,2,2,D,1,1,D,15,8,5,2,11,1,15,7,3,2,0,0,,5,D,1,1,0,4,D,0,2,30,20
P1,2017-09-30,Rio Ave,Setubal,2,1,H,0,0,D,9,5,6,1,3,4,12,20,3,2,0,0,,5,H,3,0,1,3,D,0,0,30,20
P1,2017-10-01,Belenenses,Guimaraes,1,0,H,1,0,H,4,8,2,2,1,11,15,15,4,1,0,0,,6,H,3,0,1,1,H,1,1,40,10
P1,2017-10-01,Maritimo,Benfica,1,1,D,0,1,A,10,11,6,5,4,8,12,17,2,1,0,0,,6,D,1,1,0,2,A,-1,1,20,10
P1,2017-10-01,Sp Braga,Estoril,6,0,H,2,0,H,12,10,9,3,4,5,21,17,0,2,0,0,,6,H,3,0,6,6,H,2,2,0,20
P1,2017-10-01,Sp Lisbon,Porto,0,0,D,0,0,D,3,9,1,6,10,2,13,17,2,3,0,0,,6,D,1,1,0,0,D,0,0,20,30
P1,2017-10-20,Estoril,Boavista,0,3,A,0,2,A,11,9,4,6,11,2,15,13,2,4,0,0,,4,A,0,3,-3,3,A,-2,2,20,40
P1,2017-10-21,Feirense,Rio Ave,1,0,H,1,0,H,6,6,2,3,5,5,18,12,5,5,1,2,,5,H,3,0,1,1,H,1,1,75,100
P1,2017-10-21,Porto,Pacos Ferreira,6,1,H,4,1,H,17,6,12,3,6,2,12,20,2,4,0,0,,5,H,3,0,5,7,H,3,5,20,40
P1,2017-10-21,Setubal,Maritimo,3,1,H,0,1,A,14,4,6,3,6,2,18,21,0,2,0,1,,5,H,3,0,2,4,A,-1,1,0,45
P1,2017-10-22,Aves,Benfica,1,3,A,0,1,A,8,17,3,12,5,10,7,18,1,3,0,0,,6,A,0,3,-2,4,A,-1,1,10,30
P1,2017-10-22,Sp Lisbon,Chaves,5,1,H,3,0,H,8,7,5,2,4,4,15,11,1,1,0,0,,6,H,3,0,4,6,H,3,3,10,10
P1,2017-10-22,Tondela,Belenenses,2,0,H,0,0,D,16,8,5,2,2,1,19,23,4,4,0,1,,6,H,3,0,2,2,D,0,0,40,65
P1,2017-10-23,Guimaraes,Portimonense,3,3,D,1,3,A,14,8,8,6,8,3,16,18,1,2,0,0,,0,D,1,1,0,6,A,-2,4,10,20
P1,2017-10-23,Moreirense,Sp Braga,0,1,A,0,0,D,1,13,1,6,4,7,21,22,3,2,0,0,,0,A,0,3,-1,1,D,0,0,30,20
P1,2017-10-27,Benfica,Feirense,1,0,H,1,0,H,11,6,5,4,7,6,20,16,0,3,0,0,,4,H,3,0,1,1,H,1,1,0,30
P1,2017-10-27,Rio Ave,Sp Lisbon,0,1,A,0,0,D,19,5,5,1,8,3,12,12,0,2,0,0,,4,A,0,3,-1,1,D,0,0,0,20
P1,2017-10-28,Belenenses,Moreirense,3,0,H,1,0,H,7,9,4,2,3,6,19,12,3,1,0,0,,5,H,3,0,3,3,H,1,1,30,10
P1,2017-10-28,Boavista,Porto,0,3,A,0,0,D,6,12,1,6,7,5,18,19,6,5,0,0,,5,A,0,3,-3,3,D,0,0,60,50
P1,2017-10-28,Maritimo,Tondela,2,0,H,1,0,H,7,9,4,3,3,2,18,21,4,3,0,0,,5,H,3,0,2,2,H,1,1,40,30
P1,2017-10-29,Aves,Guimaraes,1,3,A,1,2,A,12,9,4,5,6,1,18,12,1,2,0,0,,6,A,0,3,-2,4,A,-1,3,10,20
P1,2017-10-29,Pacos Ferreira,Estoril,1,0,H,1,0,H,5,6,1,1,6,7,25,13,5,1,1,0,,6,H,3,0,1,1,H,1,1,75,10
P1,2017-10-29,Sp Braga,Chaves,1,0,H,0,0,D,8,6,5,2,12,5,20,12,3,1,0,0,,6,H,3,0,1,1,D,0,0,30,10
P1,2017-10-30,Portimonense,Setubal,5,2,H,3,1,H,13,7,11,4,4,2,23,9,3,3,0,1,,0,H,3,0,3,7,H,2,4,30,55
P1,2017-11-03,Setubal,Aves,0,1,A,0,0,D,7,6,4,5,2,7,12,23,3,4,1,0,,4,A,0,3,-1,1,D,0,0,55,40
P1,2017-11-04,Estoril,Rio Ave,0,2,A,0,1,A,8,12,3,8,2,5,22,22,3,2,0,0,,5,A,0,3,-2,2,A,-1,1,30,20
P1,2017-11-04,Moreirense,Portimonense,1,1,D,1,1,D,7,12,5,4,3,4,18,9,2,1,0,0,,5,D,1,1,0,2,D,0,2,20,10
P1,2017-11-04,Porto,Belenenses,2,0,H,1,0,H,17,6,9,3,8,3,12,10,0,1,0,0,,5,H,3,0,2,2,H,1,1,0,10
P1,2017-11-04,Tondela,Boavista,3,2,H,0,0,D,15,11,6,4,3,9,14,18,1,2,0,0,,5,H,3,0,1,5,D,0,0,10,20
P1,2017-11-05,Chaves,Pacos Ferreira,4,2,H,1,1,D,12,12,7,6,7,4,10,19,3,2,0,0,,6,H,3,0,2,6,D,0,2,30,20
P1,2017-11-05,Feirense,Maritimo,0,1,A,0,1,A,8,6,1,4,9,4,15,17,3,6,0,1,,6,A,0,3,-1,1,A,-1,1,30,85
P1,2017-11-05,Guimaraes,Benfica,1,3,A,0,1,A,6,9,1,5,7,5,19,22,0,4,0,0,,6,A,0,3,-2,4,A,-1,1,0,40
P1,2017-11-05,Sp Lisbon,Sp Braga,2,2,D,0,0,D,11,8,6,4,5,9,15,22,1,3,0,0,,6,D,1,1,0,4,D,0,0,10,30
P1,2017-11-24,Belenenses,Chaves,0,1,A,0,1,A,8,8,4,1,10,4,17,27,4,2,1,0,,4,A,0,3,-1,1,A,-1,1,65,20
P1,2017-11-25,Aves,Porto,1,1,D,0,1,A,11,8,3,1,2,4,17,15,4,3,0,1,,5,D,1,1,0,2,A,-1,1,40,55
P1,2017-11-25,Boavista,Moreirense,1,0,H,1,0,H,10,6,3,1,3,6,14,21,2,3,0,0,,5,H,3,0,1,1,H,1,1,20,30
P1,2017-11-25,Portimonense,Tondela,2,0,H,1,0,H,13,8,7,3,5,5,16,22,1,0,0,0,,5,H,3,0,2,2,H,1,1,10,0
P1,2017-11-26,Benfica,Setubal,6,0,H,2,0,H,17,3,12,2,12,2,20,15,2,2,0,1,,6,H,3,0,6,6,H,2,2,20,45
P1,2017-11-26,Maritimo,Estoril,0,0,D,0,0,D,2,13,1,4,2,6,13,18,1,2,0,0,,6,D,1,1,0,0,D,0,0,10,20
P1,2017-11-26,Pacos Ferreira,Sp Lisbon,1,2,A,0,1,A,12,7,5,5,10,5,14,16,5,5,0,0,,6,A,0,3,-1,3,A,-1,1,50,50
P1,2017-11-27,Rio Ave,Guimaraes,0,1,A,0,1,A,11,6,4,2,12,5,16,21,0,4,0,0,,0,A,0,3,-1,1,A,-1,1,0,40
P1,2017-11-27,Sp Braga,Feirense,3,1,H,3,1,H,10,8,7,4,6,3,16,20,0,2,0,0,,0,H,3,0,2,4,H,2,4,0,20
P1,2017-12-01,Porto,Benfica,0,0,D,0,0,D,9,3,5,1,7,5,5,15,1,3,0,1,,4,D,1,1,0,0,D,0,0,10,55
P1,2017-12-01,Sp Lisbon,Belenenses,1,0,H,1,0,H,8,8,4,3,5,3,15,16,1,3,0,0,,4,H,3,0,1,1,H,1,1,10,30
P1,2017-12-02,Chaves,Boavista,0,0,D,0,0,D,9,7,3,5,6,1,13,18,1,5,0,0,,5,D,1,1,0,0,D,0,0,10,50
P1,2017-12-02,Moreirense,Maritimo,1,1,D,1,1,D,11,2,5,2,8,3,15,15,3,1,1,0,,5,D,1,1,0,2,D,0,2,55,10
P1,2017-12-02,Tondela,Rio Ave,1,3,A,0,1,A,4,7,2,3,4,2,14,3,2,2,0,0,,5,A,0,3,-2,4,A,-1,1,20,20
P1,2017-12-03,Feirense,Aves,0,1,A,0,0,D,6,15,3,8,4,9,18,14,3,2,1,0,,6,A,0,3,-1,1,D,0,0,55,20
P1,2017-12-03,Setubal,Guimaraes,1,2,A,0,1,A,13,6,4,2,7,3,17,25,2,5,0,0,,6,A,0,3,-1,3,A,-1,1,20,50
P1,2017-12-03,Sp Braga,Pacos Ferreira,3,0,H,0,0,D,11,2,6,1,8,4,15,20,2,3,0,1,,6,H,3,0,3,3,D,0,0,20,55
P1,2017-12-04,Estoril,Portimonense,0,0,D,0,0,D,14,7,6,2,7,4,8,17,1,4,0,0,,0,D,1,1,0,0,D,0,0,10,40
P1,2017-12-08,Rio Ave,Moreirense,2,1,H,0,0,D,11,4,6,2,3,1,8,23,3,4,0,0,,4,H,3,0,1,3,D,0,0,30,40
P1,2017-12-09,Aves,Tondela,0,1,A,0,0,D,16,10,8,4,1,4,16,18,3,2,1,0,,5,A,0,3,-1,1,D,0,0,55,20
P1,2017-12-09,Benfica,Estoril,3,1,H,2,1,H,7,7,3,5,5,9,17,12,3,2,0,0,,5,H,3,0,2,4,H,1,3,30,20
P1,2017-12-09,Boavista,Sp Lisbon,1,3,A,0,1,A,4,9,2,6,2,5,18,16,1,2,0,0,,5,A,0,3,-2,4,A,-1,1,10,20
P1,2017-12-10,Belenenses,Pacos Ferreira,1,1,D,0,1,A,11,6,4,3,10,3,11,17,1,5,0,1,,6,D,1,1,0,2,A,-1,1,10,75
P1,2017-12-10,Portimonense,Chaves,0,1,A,0,0,D,14,3,7,1,8,7,18,18,3,3,0,0,,6,A,0,3,-1,1,D,0,0,30,30
P1,2017-12-10,Setubal,Porto,0,5,A,0,3,A,4,14,1,9,2,7,16,21,2,2,0,0,,6,A,0,3,-5,5,A,-3,3,20,20
P1,2017-12-11,Guimaraes,Feirense,1,0,H,0,0,D,9,2,3,0,8,2,22,24,3,4,0,0,,0,H,3,0,1,1,D,0,0,30,40
P1,2017-12-11,Maritimo,Sp Braga,1,0,H,0,0,D,5,7,2,2,2,4,31,22,2,3,0,0,,0,H,3,0,1,1,D,0,0,20,30
P1,2017-12-15,Pacos Ferreira,Boavista,1,2,A,1,0,H,11,5,6,4,4,4,23,9,3,1,0,0,,4,A,0,3,-1,3,H,1,1,30,10
P1,2017-12-16,Estoril,Aves,3,2,H,1,1,D,17,6,11,4,5,3,17,14,3,1,0,0,,5,H,3,0,1,5,D,0,2,30,10
P1,2017-12-16,Sp Braga,Belenenses,4,0,H,1,0,H,12,3,6,2,1,3,18,17,0,0,0,0,,5,H,3,0,4,4,H,1,1,0,0
P1,2017-12-17,Chaves,Rio Ave,1,1,D,0,1,A,10,9,7,5,9,4,25,18,3,4,0,1,,6,D,1,1,0,2,A,-1,1,30,65
P1,2017-12-17,Feirense,Setubal,1,0,H,1,0,H,3,4,1,2,4,2,29,18,4,2,0,0,,6,H,3,0,1,1,H,1,1,40,20
P1,2017-12-17,Sp Lisbon,Portimonense,2,0,H,1,0,H,11,6,6,1,3,2,10,11,1,3,0,1,,6,H,3,0,2,2,H,1,1,10,55
P1,2017-12-17,Tondela,Benfica,1,5,A,0,3,A,2,8,1,7,2,6,7,10,2,2,0,0,,6,A,0,3,-4,6,A,-3,3,20,20
P1,2017-12-18,Moreirense,Guimaraes,2,1,H,2,0,H,8,10,5,4,5,8,20,16,3,3,0,1,,0,H,3,0,1,3,H,2,2,30,55
P1,2017-12-18,Porto,Maritimo,3,1,H,2,1,H,15,4,5,2,9,1,13,11,1,3,0,1,,0,H,3,0,2,4,H,1,3,10,55
P1,2017-12-23,Guimaraes,Tondela,0,1,A,0,0,D,14,8,6,3,9,4,13,24,3,2,0,0,,5,A,0,3,-1,1,D,0,0,30,20
P1,2018-01-03,Aves,Moreirense,1,2,A,0,2,A,17,8,7,3,6,5,20,16,3,3,0,0,,2,A,0,3,-1,3,A,-2,2,30,30
P1,2018-01-03,Benfica,Sp Lisbon,1,1,D,0,1,A,14,5,3,3,10,5,14,16,1,3,0,0,,2,D,1,1,0,2,A,-1,1,10,30
P1,2018-01-03,Boavista,Sp Braga,1,3,A,0,1,A,6,5,5,4,6,2,19,15,5,6,1,1,,2,A,0,3,-2,4,A,-1,1,75,85
P1,2018-01-03,Feirense,Porto,1,2,A,1,1,D,2,10,2,5,2,10,19,18,4,5,0,1,,2,A,0,3,-1,3,D,0,2,40,75
P1,2018-01-03,Maritimo,Chaves,1,2,A,0,1,A,13,10,7,5,6,3,14,14,4,2,0,0,,2,A,0,3,-1,3,A,-1,1,40,20
P1,2018-01-03,Rio Ave,Pacos Ferreira,4,2,H,1,0,H,15,8,8,5,5,3,12,21,0,1,1,0,,2,H,3,0,2,6,H,1,1,25,10
P1,2018-01-04,Portimonense,Belenenses,0,0,D,0,0,D,12,7,3,3,3,3,16,14,1,1,0,0,,3,D,1,1,0,0,D,0,0,10,10
P1,2018-01-04,Setubal,Estoril,2,2,D,0,0,D,5,8,3,3,8,4,25,20,2,2,0,0,,3,D,1,1,0,4,D,0,0,20,20
P1,2018-01-06,Sp Braga,Rio Ave,2,1,H,1,1,D,12,12,4,5,5,5,22,16,4,2,0,0,,5,H,3,0,1,3,D,0,2,40,20
P1,2018-01-07,Chaves,Aves,1,1,D,0,1,A,9,8,5,5,9,0,14,17,1,3,0,0,,6,D,1,1,0,2,A,-1,1,10,30
P1,2018-01-07,Moreirense,Benfica,0,2,A,0,1,A,5,13,2,11,2,10,17,7,1,0,0,0,,6,A,0,3,-2,2,A,-1,1,10,0
P1,2018-01-07,Porto,Guimaraes,4,2,H,0,1,A,14,4,8,2,5,3,13,16,0,3,0,0,,6,H,3,0,2,6,A,-1,1,0,30
P1,2018-01-07,Sp Lisbon,Maritimo,5,0,H,1,0,H,13,6,6,2,7,5,13,15,0,1,0,0,,6,H,3,0,5,5,H,1,1,0,10
P1,2018-01-08,Estoril,Feirense,0,2,A,0,1,A,6,2,1,2,5,4,19,24,2,4,0,0,,0,A,0,3,-2,2,A,-1,1,20,40
P1,2018-01-08,Pacos Ferreira,Portimonense,1,1,D,0,0,D,11,7,5,5,10,3,16,13,2,5,0,1,,0,D,1,1,0,2,D,0,0,20,75
P1,2018-01-09,Belenenses,Boavista,1,1,D,1,0,H,7,6,4,4,5,4,16,13,1,3,0,0,,1,D,1,1,0,2,H,1,1,10,30
P1,2018-01-09,Tondela,Setubal,1,1,D,1,1,D,11,5,2,2,4,7,17,16,1,2,0,0,,1,D,1,1,0,2,D,0,2,10,20
P1,2018-01-12,Chaves,Guimaraes,4,3,H,3,3,D,19,10,8,7,5,2,9,11,1,3,0,0,,4,H,3,0,1,7,D,0,6,10,30
P1,2018-01-13,Pacos Ferreira,Maritimo,0,0,D,0,0,D,9,3,1,2,8,1,13,9,1,2,0,0,,5,D,1,1,0,0,D,0,0,10,20
P1,2018-01-13,Sp Braga,Benfica,1,3,A,0,1,A,9,10,5,7,4,2,14,13,2,3,0,0,,5,A,0,3,-2,4,A,-1,1,20,30
P1,2018-01-14,Belenenses,Rio Ave,1,2,A,0,1,A,8,6,6,4,3,5,22,15,6,4,1,0,,6,A,0,3,-1,3,A,-1,1,85,40
P1,2018-01-14,Boavista,Portimonense,2,0,H,2,0,H,11,10,6,5,4,6,21,14,4,2,0,2,,6,H,3,0,2,2,H,2,2,40,70
P1,2018-01-14,Sp Lisbon,Aves,3,0,H,1,0,H,11,6,5,3,4,7,14,15,0,0,0,0,,6,H,3,0,3,3,H,1,1,0,0
P1,2018-01-14,Tondela,Feirense,3,1,H,0,0,D,11,8,6,4,4,9,19,13,5,4,0,1,,6,H,3,0,2,4,D,0,0,50,65
P1,2018-01-15,Moreirense,Setubal,2,2,D,1,2,A,9,5,6,3,7,2,24,27,2,6,0,0,,0,D,1,1,0,4,A,-1,3,20,60
P1,2018-01-19,Porto,Tondela,1,0,H,1,0,H,17,2,10,0,12,7,13,14,0,1,0,0,,4,H,3,0,1,1,H,1,1,0,10
P1,2018-01-19,Setubal,Sp Lisbon,1,1,D,0,1,A,3,10,1,2,0,8,16,17,4,3,0,0,,4,D,1,1,0,2,A,-1,1,40,30
P1,2018-01-20,Benfica,Chaves,3,0,H,2,0,H,11,6,8,1,8,2,14,10,0,0,0,0,,5,H,3,0,3,3,H,2,2,0,0
P1,2018-01-20,Maritimo,Belenenses,0,0,D,0,0,D,3,10,1,3,2,4,23,20,1,5,0,1,,5,D,1,1,0,0,D,0,0,10,75
P1,2018-01-20,Portimonense,Sp Braga,1,2,A,0,2,A,11,4,4,2,6,2,22,18,1,4,0,0,,5,A,0,3,-1,3,A,-2,2,10,40
